"[34.083001340000003, -117.76549816000001]",6,8/28/11 7:02 PM,Dood....fair job for me? Plz? Yeah? (@ Fairplex) http://t.co/0B1wffD
"[34.044699999999999, -118.26670772]",6,8/28/11 7:02 PM,I just ousted @melvinp as the mayor of JW Marriott Pool 4th Floor on @foursquare! http://t.co/qiANBhE
"[33.989012780000003, -83.439927209999993]",6,8/28/11 7:02 PM,@IzzyPro_Banqin mwah ma îê˜
"[47.443646579999999, -122.30259418]",6,8/28/11 7:02 PM,"I'm at Seattle-Tacoma International Airport (SEA) (17801 International Blvd., S 188th St, Seatac) w/ 98 others http://t.co/mdXJdYi"
"[38.847144, -76.988450700000001]",6,8/28/11 7:02 PM,@Luscious_Lips19 Lmao
"[31.722740000000002, -89.148790000000005]",6,8/28/11 7:02 PM,Great Meal or I was jus hungry
"[19.47690987, -71.344714339999996]",6,8/28/11 7:02 PM,@Ninosh_Flow mas O menooo
"[35.167858359999997, -94.672231789999998]",6,8/28/11 7:02 PM,@Lori_Poindexter happy trails to you!
"[35.036700699999997, -79.057993600000003]",6,8/28/11 7:02 PM,Thanks for the free pizza ill eat it whn I wake bak up..i dont feel well
"[34.740378239999998, -92.372756519999996]",6,8/28/11 7:02 PM,@42Courtney #SooWoooo I heard somebody!
"[39.084500599999998, -76.817334799999998]",6,8/28/11 7:02 PM,Just talked to my male bestfriend.Its always good talking to him!
"[40.666358289999998, -73.859002230000002]",6,8/28/11 7:02 PM,@NikkiRose haha yea good times !
"[44.732235279999998, -93.222289079999996]",6,8/28/11 7:02 PM,Bailey's fav. (@ Panda Express) http://t.co/jSPk93z
"[39.741533599999997, -75.563117399999996]",6,8/28/11 7:02 PM,I Needa roll up W/ my twin.
"[41.579177199999997, -87.609561299999996]",6,8/28/11 7:02 PM,@OopsTookYoBtch lol u can come
"[40.792445669999999, -74.065447109999994]",6,8/28/11 7:02 PM,there safe now !  http://t.co/ZtjeN6c
"[34.777071470000003, -86.575098030000007]",6,8/28/11 7:02 PM,I gotta stay to myself...
"[35.800606039999998, -120.74882762999999]",6,8/28/11 7:02 PM,Offload
"[40.706614899999998, -73.790539699999997]",6,8/28/11 7:02 PM,@HolaSoyCarito ME TOO I LOVE IT SALUDOS DESDE N.Y GUAPA
"[39.91804029, -76.704327629999995]",6,8/28/11 7:02 PM,So much easier to dress for blue skies:-)
"[35.991375249999997, -84.0103273]",6,8/28/11 7:02 PM,My lil girl tweet stealn
"[42.380417999999999, -83.115823700000007]",6,8/28/11 7:02 PM,#Blowed
"[41.498699999999999, -75.696860000000001]",6,8/28/11 7:02 PM,Daniel 3:8-30 @TimTebow @bubbawatson
"[36.29069235, -76.218153119999997]",6,8/28/11 7:02 PM,@quisha_genay24 huh
"[36.735359799999998, -110.2419182]",6,8/28/11 7:02 PM,R.I.P. DJ A.M.
"[29.98559028, -90.257367130000006]",6,8/28/11 7:02 PM,I Had Braids
"[20.72216006, -103.31901311999999]",6,8/28/11 7:02 PM,I just ousted @carlosserna as the mayor of SAM'S CLUB INDEPENDENCIA on @foursquare! http://t.co/wR5vdjl
"[20.72216006, -103.31901311999999]",6,8/28/11 7:02 PM,Compras y mas compras... (@ SAM'S CLUB INDEPENDENCIA) http://t.co/vhkpJFv
"[19.623173000000001, -99.237724]",6,8/28/11 7:02 PM,Camino a... pensando si talvez... (@ Bosques Del Lago) http://t.co/gZKdWyw
"[38.161826009999999, -122.45756149]",6,8/28/11 7:02 PM,Great day for racing (@ Infineon Raceway for Indy Grand Prix of Sonoma w/ 36 others) [pic]: http://t.co/l9ODh7y
"[36.079827799999997, -79.765226499999997]",6,8/28/11 7:02 PM,@GuyBeBurpin I feel yu I got a couple things to do
"[50.480587, 30.634863599999999]",6,8/28/11 7:02 PM,"@marmeladovna _ù__Ñ€___°_»ÑŒ___°Ñè Ñˆ__Ñè___° __ 10 _»___¶_¸Ñ‚ÑŒÑÅÑè ÑÅ_¿_°Ñ‚ÑŒ, _µÑÅ_»_¸ ___°_´__ _¿Ñ€__ÑÅ__ÑƒÑ‚ÑŒÑÅÑè __ 3."
"[40.326551360000003, -74.406190420000001]",6,8/28/11 7:02 PM,@LiliEstefan esto es en old bridge nj http://t.co/vT7YuWt
"[29.664230490000001, -95.277953769999996]",6,8/28/11 7:02 PM,@_Sharnaee lol hahahaha I'm bored
"[40.818947999999999, -73.960856800000002]",6,8/28/11 7:02 PM,Bike ride after #irene   @ West Harlem Piers Park http://t.co/LRyJrgD
"[29.947747400000001, -90.130080300000003]",6,8/28/11 7:02 PM,Oak St. has come a long way in the 10 years since living at Oak & Cambronne. (@ Tru Burger w/ 2 others) http://t.co/450n0vj
"[29.586358499999999, -98.622911400000007]",6,8/28/11 7:02 PM,@Jumpmann_23 leaving the field
"[47.689042049999998, -122.14119599999999]",6,8/28/11 7:02 PM,"I'm at Overlake Christian Church (9900 Willows Rd NE, Redmond) w/ 5 others http://t.co/0NOVhEQ"
"[32.943875810000002, -96.646315459999997]",6,8/28/11 7:02 PM,Lunch with @krystalomgz and @micheleeebarker (@ Sali's Pizza) http://t.co/9cJ1uE3
"[35.130858799999999, -89.770275699999999]",6,8/28/11 7:02 PM,@DarrylTheWorld it feels great outside
"[42.381641399999999, -71.039581150000004]",6,8/28/11 7:02 PM,Couldn't stay to see them fly :( http://t.co/Sw8hMwH
"[38.381382279999997, -75.542565420000003]",6,8/28/11 7:02 PM,Whaddup gurl
"[46.271554469999998, -63.215451039999998]",6,8/28/11 7:02 PM,Hurricaning it up at the mall. Irene you got nothing on me.
"[43.664046800000001, -79.423662910000004]",6,8/28/11 7:02 PM,Just ripped one of my favourite shirts.  And it was a really nice one #FML
"[39.968851999999998, -83.006144000000006]",6,8/28/11 7:02 PM,"I'm at Nationwide Arena (200 W Nationwide Blvd, Columbus) http://t.co/yGZO4iL"
"[40.69807213, -74.236746929999995]",6,8/28/11 7:02 PM,#NF @EverybodyQuanny  :) FollowBack
"[26.021843910000001, -80.357695579999998]",6,8/28/11 7:02 PM,Shit.. I spilled some juice
"[29.525639300000002, -95.128709900000004]",6,8/28/11 7:02 PM,@slimtaytay hmmm ok
"[49.1748355, -122.9295547]",6,8/28/11 7:02 PM,"I'm at Kindersley Transport (660 Aldford Ave., Delta) http://t.co/hw5Lhjx"
"[39.999821179999998, -76.354651509999997]",6,8/28/11 7:02 PM,@_Toya142 îê—
"[36.715961, -76.599249400000005]",6,8/28/11 7:02 PM,http://t.co/1g9K82a
"[38.800927999999999, -104.79536299999999]",6,8/28/11 7:02 PM,"Springs Waste Systems Colorado Springs, CO Sign Up Today For Your Firs http://t.co/CV1ezBt ColoradoSprings Garbage & Junk Removal #coupon"
"[47.655913949999999, -122.30946064]",6,8/28/11 7:02 PM,India's Independence Day.. (@ UW: Red Square) http://t.co/65GsTHc
"[37.28230696, -121.98474353]",6,8/28/11 7:02 PM,now following @BinksLittle mmm what's good?
"[40.462079320000001, -74.467934529999994]",6,8/28/11 7:02 PM,"Jersey is not the move, two more weeks and I'll be a resident of Orlando, FL."
"[35.033975949999999, -90.054245170000002]",6,8/28/11 7:02 PM,#Bad ! (: http://t.co/0E0uFfe
"[19.001091500000001, -98.204789199999993]",6,8/28/11 7:02 PM,"@karlitacuellar No puedo, me duele mi pie."
"[42.231584480000002, -71.753419449999996]",6,8/28/11 7:02 PM,@fox25news
"[19.516808000000001, -96.883345000000006]",6,8/28/11 7:02 PM,I'm at Costco Xalapa http://t.co/oLKwkwd
"[40.75122425, -73.998108419999994]",6,8/28/11 7:02 PM,Time to schlep my 2 gallons of water n canned food back to lower manhatty! Thanks Irene4givin me the much needed rest this weekend :)
"[29.202430700000001, -81.015125499999996]",6,8/28/11 7:02 PM,"At the end of the day, this will either be for the good or the bad!!! Either way it goes I have to be able to live with it!"
"[43.638958389999999, -79.384154730000006]",6,8/28/11 7:02 PM,Walked right through a live tv interview with Scott Chantler.  They were very annoyed.  Oh well... #fanexpocanada
"[39.037511870000003, -94.665400270000006]",6,8/28/11 7:02 PM,Anything else.....not my job
"[29.586164, -95.465416000000005]",6,8/28/11 7:02 PM,@ThatBoyBoogie  I see
"[40.428851000000002, -79.981767450000007]",6,8/28/11 7:02 PM,"I'm at The Milk Shake Factory (1705 E. Carson Street, Pittsburgh) w/ 3 others http://t.co/JRJ6p7X"
"[35.965316729999998, -115.16960935]",6,8/28/11 7:02 PM,Waiting for our food at Hash House A Go Go w/ @Kozmoe and Pinks
"[39.004824319999997, -94.651627219999995]",6,8/28/11 7:02 PM,Last day of junior golf #cheers
"[34.462729330000002, -93.060817]",6,8/28/11 7:02 PM,Eating lunch with @thebrian (@ Chili's Grill & Bar) http://t.co/PBInXp6
"[29.664230490000001, -95.277953769999996]",6,8/28/11 7:02 PM,@ImSoJ_dawq smh
"[21.318317, -157.870689]",6,8/28/11 7:02 PM,zoology. (@ Costco) http://t.co/WllhuL9
"[30.041229300000001, -94.088066499999996]",6,8/28/11 7:02 PM,#Motivation
"[42.981414710000003, -78.868896960000001]",6,8/28/11 7:02 PM,"I'm at Mighty Taco (1762 Sheridan Dr, Delaware Rd., Buffalo) http://t.co/BNWepzc"
"[35.03003107, -90.045216870000004]",6,8/28/11 7:02 PM,. . At My Auntie Tina House (:
"[41.765681880000002, -72.7054373]",6,8/28/11 7:02 PM,@bo__yousef ÙˆØ§Ù„Ù„Ù‡ Ø§Ù†Ùƒ Ø_Ø¨Ù_Ø¨ Ù_Ø§ Ø¨ÙˆÙ_ÙˆØ_ÙÅ .. Ø§Ø_Ø_Ù† Ù…Ù† Ø±Ø¨Ø_ Ø§Ù„ Ø£ Ø´Ù_ÙÅØª Ø§Ù„ÙƒÙ„Ø§Ø¨ Ù…Ø_Ø¯ Ø_Ø£Ù„ Ø_Ù†Ù_ ÙÅÙ_Ù‡Ù… .. Ø¨Ø_ Ø£ÙˆØ±Ù_Ùƒ ÙÅÙ_Ù‡Ù… Ø§Ø°Ø§ Ø±Ø¯Ù_Øª ÙƒÙ„Ù‡Ù… Ø¨ØµÙƒÙ‡Ù… Ø¥Ù†Ø°Ø§Ø±Ø§Øª îê‰
"[37.718640000000001, -122.1781]",6,8/28/11 7:02 PM,I kinda wish I was going to the raider game today . Smh I could of got tickets too .
"[33.796248009999999, -85.953793759999996]",6,8/28/11 7:02 PM,@LittIecBeadIess I DID ALL THE STEPS!(:
"[33.580333639999999, -85.103206060000005]",6,8/28/11 7:02 PM,@I_AmKing_Guy_86 where?
"[39.992309570000003, -75.131119729999995]",6,8/28/11 7:02 PM,Still packing. Urg
"[32.105654999999999, -81.359373099999999]",6,8/28/11 7:02 PM,"If you have to keep wondering where you stand with someone, perhaps it's time to stop standing and start walking"
"[35.772831259999997, -78.6416203]",6,8/28/11 7:02 PM,HuK steamrolled in quick succession by Nada with a superior rush to maurauders. Nada 2-0 HuK.
"[32.747177999999998, -114.74173665000001]",6,8/28/11 7:02 PM,Jijiji (@ Border Patrol Inspection Point) http://t.co/NTqbhyd
"[42.073897000000002, -87.684355879999998]",6,8/28/11 7:02 PM,"I'm at Baha'i House of Worship (100 Linden Ave., at Sheridan, Wilmette) http://t.co/gG60kUq"
"[29.727731599999998, -95.563567500000005]",6,8/28/11 7:02 PM,agh my twitter is spamed with Miley:) & Joe.___. lets make da same with GOOD LUCK BIEBER ??
"[36.220809940000002, -119.33957958000001]",6,8/28/11 7:02 PM,@xOnLeatherWings mwahahahahahahahaha good!
"[49.290737, -123.13620299999999]",6,8/28/11 7:02 PM,I'm at Cafe Milano (Vancouver) http://t.co/w1GsRba
"[33.635249999999999, -117.61382999999999]",6,8/28/11 7:02 PM,http://t.co/MAbv5ZV Dan Moritz is OK! Just letting you know. :-)
"[34.08940166, -117.9726521]",6,8/28/11 7:02 PM,@AngelaBessilina followed your stuff is great! If I send you a pic of me could you maybe draw it?
"[31.572028, -94.673559999999995]",6,8/28/11 7:02 PM,"I'm at Hampton Inn & Suites Nacogdoches (3625 South Street, Nacogdoches) http://t.co/GZT8H82"
"[33.592230999999998, -91.811532999999997]",6,8/28/11 7:02 PM,@SonOfSweetJonez Brian ?? I kno it's right ! Lol
"[45.53235695, -122.65565872000001]",6,8/28/11 7:02 PM,"I'm at Nordstrom (1001 Lloyd Center, Lloyd Center, Portland) http://t.co/EBp1XqV"
"[40.296263690000004, -79.543377000000007]",6,8/28/11 7:02 PM,"I'm at The Headkeeper (618 S Main St., at Foster St., Greensburg) http://t.co/z9kgHjM"
"[36.046514000000002, -96.086123999999998]",6,8/28/11 7:02 PM,"Cleaning Maid Fabulous, LLP Tulsa, OK Coupon may be redeemed on any one of our offered se http://t.co/rIRyjxO Tulsa Housecleaning #coupon"
"[33.533746399999998, -82.1306747]",6,8/28/11 7:02 PM,"I'm at Knob Hill (Knob Hill Farm Rd. at William Few Pkwy., Evans) http://t.co/t5jYHgX"
"[41.888401500000001, -87.623898600000004]",6,8/28/11 7:02 PM,"I'm at Chicago Architecture Foundation River Cruise (112 E Wacker Dr, at Michigan Ave, Chicago) http://t.co/MHa8ZIu"
"[36.060752870000002, -95.939918520000006]",6,8/28/11 7:02 PM,"Me duele la espalda y un dedo, necesito amor ):"
"[40.853790549999999, -73.904128479999997]",6,8/28/11 7:02 PM,K le pasa a lupita????  Se sigue dando con el coco
"[34.056512750000003, -117.17630804]",6,8/28/11 7:03 PM,"I'm at Cuca's #1 (527 E State St, at Redlands Blvd, Redlands) http://t.co/RlYNTjR"
"[36.150557999999997, -95.992678999999995]",6,8/28/11 7:03 PM,"Sulivant & Sulivant Investigations Tulsa, OK Sulivant & Sulivant Investigations  http://t.co/Jcf6fRl Tulsa Investigation Services #coupon"
"[32.537671000000003, -92.715762999999995]",6,8/28/11 7:03 PM,na lol @ForeverCARTER
"[33.593023539999997, -83.923519159999998]",6,8/28/11 7:03 PM,#oomf she leave wit me to LA
"[38.276866179999999, -122.03544617]",6,8/28/11 7:03 PM,"I'm at Liberty Christian Center (2641 N. Texas Street, Fairfield) http://t.co/hrJve3Y"
"[43.644821759999999, -79.351071000000005]",6,8/28/11 7:03 PM,Heading to Port lands (@ Cirque du Soleil w/ 9 others) http://t.co/ASktT3U
"[19.514918999999999, -99.266679999999994]",6,8/28/11 7:03 PM,De compras (@ Idea Interior w/ 3 others) http://t.co/7QiG6om
"[39.940801100000002, -75.024734069999994]",6,8/28/11 7:03 PM,@macrumors cherry hill nj apple store is opened today
"[45.441584519999999, -122.56779947]",6,8/28/11 7:03 PM,MASS CASUALTY | 9339 SE CAUSEY AV
"[45.372823750000002, -122.77483746999999]",6,8/28/11 7:03 PM,TRAUMA | 20405 SW 95TH AV #fb
"[33.412059280000001, -91.01061765]",6,8/28/11 7:03 PM,"@iFly_JETS yelp, its str8 me && Mya gon do it a lil later"
"[45.252301629999998, -122.69717433]",6,8/28/11 7:03 PM,HEART PROBLEMS | 655 SW 13TH AV
"[34.740277560000003, -92.372762679999994]",6,8/28/11 7:03 PM,@iChels_Lyn crib
"[32.903855739999997, -97.036057409999998]",6,8/28/11 7:03 PM,"â€œ@JohnFWarrenJr: Hey, your feet look like Beast's from X-Men. #greenroomconversationsâ€ù I miss green room conversations!"
"[20.985690000000002, -89.634159999999994]",6,8/28/11 7:03 PM,Tengo sed :s
"[36.900458, -76.256103999999993]",6,8/28/11 7:03 PM,"Cutting Edge Tree Service - Free Estimates Norfolk, VA With Any http://t.co/XtiGZXv Norfolk Tree Services Commercial & Industrial #coupon"
"[43.784386869999999, -79.471621510000006]",6,8/28/11 7:03 PM,"I'm at Real Canadian Superstore (51 Gerry Fitzgerald Dr, Dufferin & Steeles Ave W, Toronto) http://t.co/2HujMZT"
"[39.250866039999998, -94.660434719999998]",6,8/28/11 7:03 PM,"I'm at Dick's Sporting Goods (8665 NW Prairie View Road, Zona Rosa (I-29 Barry Rd.), Kansas City) w/ 2 others http://t.co/OcoG0rU"
"[44.578695000000003, -91.20246075]",6,8/28/11 7:03 PM,"It'll be ""world famous"" by the time we're through! (@ Moe's Diner) http://t.co/HdDLbje"
"[19.260072659999999, -99.105413569999996]",6,8/28/11 7:03 PM,Maribel Guardia no puede ser mÃ¡s vieja. O sii??
"[30.095020290000001, -95.996239660000001]",6,8/28/11 7:03 PM,@RLs_Finest93 .mhm im sweet
"[44.181269139999998, 28.65186632]",6,8/28/11 7:03 PM,"I'm at Cafe Cafe (Str. Mircea cel BÄƒtrÃ¢n, Str. È˜tefan cel Mare, ConstanÈ›a) w/ 6 others http://t.co/BXcOEEf"
"[39.78213401, -86.162223310000002]",6,8/28/11 7:03 PM,@middletonjon let's go
"[34.868796670000002, -118.1728975]",6,8/28/11 7:03 PM,To an old italian lady that came from italy wen she was 20 #thisistrue
"[41.897262069999996, -87.624206540000003]",6,8/28/11 7:03 PM,"I'm at Macy's (835 N Michigan Ave, Water Tower Place, Chicago) w/ 2 others http://t.co/6ueTZ1b"
"[40.844111130000002, -73.389199349999998]",6,8/28/11 7:03 PM,@itguy1252 you have squad food
"[33.330313019999998, -111.7401655]",6,8/28/11 7:03 PM,@Bgarcia2008 lol. Take another nap again then wake up again.
"[30.3066286, -81.742390900000004]",6,8/28/11 7:03 PM,I think I'm finna dolo nd vibe to my music..
"[40.040666190000003, -75.13064095]",6,8/28/11 7:03 PM,@qwinae_lanae I Am wyd
"[46.883475500000003, -117.36455295]",6,8/28/11 7:03 PM,"You're definitely a good time, but I couldn't do you every weekend #Pullman"
"[45.499836000000002, -122.646331]",6,8/28/11 7:03 PM,"Azunga Marketing LLC Portland, OR Come in to Azunga Marketing on SE 20t http://t.co/IwoFsE8 Portland Internet Products & Services #coupon"
"[28.33592939, -81.435206590000007]",6,8/28/11 7:03 PM,Call it what you want just dont call the cops.
"[32.263477399999999, -110.9602556]",6,8/28/11 7:03 PM,I'm at @NoMoreDeaths volunteer training!
"[30.095840450000001, -90.481240270000001]",6,8/28/11 7:03 PM,With it ain't the same !
"[32.022210119999997, -81.065429690000002]",6,8/28/11 7:03 PM,@HeMoansKENNIEE iight
"[36.310068999999999, -94.182811000000001]",6,8/28/11 7:03 PM,"I'm at Mercy Medical Plaza (2708 Rife Medical Ln, Promenade Blvd, Rogers) http://t.co/ISGGw2C"
"[35.765962719999997, -78.730967039999996]",6,8/28/11 7:03 PM,Helping a family that is moving up to take advantage of rates. (@ SunTrust Mortgage) http://t.co/dEzKWEN
"[36.067960149999998, -79.810355670000007]",6,8/28/11 7:03 PM,Tune in a lil later for How To Properly Wash Ya Ass!!
"[19.266763000000001, -103.69674500000001]",6,8/28/11 7:03 PM,I'm at Eurolook Zentralia (Colima) http://t.co/I4saT4i
"[32.976598379999999, -96.891380010000006]",6,8/28/11 7:03 PM,Can Ronaldo get a hat trick today? Rooney did (#Real Madrid #Real Zaragoza) #ys
"[33.742457629999997, -90.737446550000001]",6,8/28/11 7:03 PM,@ItS_sTaN_kAShAN let me kno wen yal close so ican bring that stuff to bell.
"[37.046569820000002, -76.401176449999994]",6,8/28/11 7:03 PM,I love my Best-Friends :*
"[40.841359910000001, -77.679414530000003]",6,8/28/11 7:03 PM,"@DevonCJohnson I still think ""East Coast Gets Banged By Irene"" was the best headline!"
"[34.520991260000002, -117.30783081]",6,8/28/11 7:03 PM,@Mr_West3000 lmaoooooo
"[30.431368379999999, -81.718677709999994]",6,8/28/11 7:03 PM,This heat is no joke...really considering spray tanning instead of the SUN!!!!
"[40.431987640000003, -120.6317791]",6,8/28/11 7:03 PM,Now everybody got dreams lol îÅ‰                                                 îê_
"[33.979281270000001, -118.33399104999999]",6,8/28/11 7:03 PM,@KEYON2FLY sounds like an personal problem lol
"[19.52992909, -99.248903429999999]",6,8/28/11 7:03 PM,I'm at Fracc. RincÃ_n Colonial http://t.co/CbvoT1V
"[29.171686300000001, -81.033484700000002]",6,8/28/11 7:03 PM,My dad thinks the DMV is worse than WalMart. I disagree.n.
"[37.752352199999997, -122.4142997]",6,8/28/11 7:03 PM,"I'm at Philz Coffee (3101 24th St., Folsom St., San Francisco) w/ 6 others http://t.co/98VvSe0"
